ID_TIENDA,CROSS_DOCK_MAZATLAN,41070,41050,41035,41106,41081,41056,41026,41101,41085,41030,41103,41051,41112,41036,41015,41018,41053,41057,41038,41005,41117,41069,41068,41079,41047,41020,41037,41045,41011,41097,41031,41021,41019,41042,41126,41078,41001,41044,41074,41109,41060,41088,41010,41048,41041,41022,41012,41028,41034,41076,41061,41120,41075,41096,41058,41009,41002,41004,41024,41099,41087,41013,41123,41025,41066,41064,41121,41052,41089,41062,41006,41072,41083,41114,41039,41105,41125,41119,41065,41122,41049,41007,41003,41017,41127,41110,41093,41098,41116,41095,41094,41102,41104,41090,41067,41063,41054,41073,41100,41118,41014,41080,41043,41108,41086,41115,41016,41046,41029,41077,41033,41092,41091
CROSS_DOCK_MAZATLAN,0,9.183,9.373,8.1821,5.296600000000001,4.7277,2.6976,2.4027,4.8293,9.0022,10.226600000000001,13.6298,15.1562,15.7941,6.7715,9.6824,8.6722,9.008799999999999,10.928600000000001,8.775799999999998,6.6076999999999995,3.6994000000000002,9.1253,12.7239,8.5239,8.5822,7.0658,7.2245,4.5598,1.84,1.6803,6.5222,6.1956999999999995,5.7741999999999996,5.4463,5.2542,5.7225,6.6481,7.6761,8.3189,4.9441999999999995,4.802899999999999,3.3506,2.3094,2.8110999999999997,4.245100000000001,3.7758000000000003,4.0762,5.3903,3.6813000000000002,1.0152,2.3226,3.549,4.2954,2.905,2.5423,1.719,4.5,5.4674,5.5428999999999995,5.8404,6.9887,7.320399999999999,8.0088,6.2822,6.0886000000000005,7.7047,7.8147,8.6733,9.4613,9.549100000000001,2.4135,2.947,2.0422000000000002,2.0539,7.2036999999999995,10.632299999999999,9.889100000000001,8.341,10.174100000000001,4.868399999999999,5.5714,4.7503,4.644399999999999,5.785399999999999,3.8066999999999998,71.9503,72.1429,72.5651,93.69810000000001,93.92710000000001,95.1947,93.6221,92.48110000000001,1.0896,2.7592,31.179599999999997,29.206400000000002,28.5484,50.937,30.8798,2.4072,6.458,6.6973,7.1823999999999995,8.5,8.278,6.4814,4.363899999999999,6.6685,8.3499,7.6385,5.178,4.6389
41070,10.0136,0,0.3318,2.2735,5.0695,5.642,8.1075,8.2599,13.226,17.3989,18.6233,22.0265,23.5529,24.190900000000003,15.1682,16.1514,15.2959,15.6325,16.8744,15.1706,12.914100000000001,12.591700000000001,11.053799999999999,9.7799,7.9496,8.189,9.4485,9.9064,9.4185,10.3635,10.2038,13.1459,12.8194,10.0957,9.7538,9.8201,18.1977,18.6316,19.659599999999998,20.302400000000002,18.493299999999998,18.528599999999997,13.8765,10.0431,9.6826,9.7728,9.3091,10.6999,11.7756,12.204799999999999,13.1518,14.459200000000001,15.6855,16.431900000000002,15.0415,14.6789,11.7326,13.0235,13.9909,14.0664,14.3639,15.5121,19.9833,20.6717,14.6789,15.3695,16.95,16.2114,17.07,17.858,17.9458,7.7347,8.2682,9.0776,10.0286,13.652299999999999,17.256,16.5128,14.353,16.5688,9.101899999999999,9.1935,8.522200000000002,8.1729,7.6034,6.2853,80.74260000000001,80.9352,81.3574,102.4903,102.7193,103.987,102.4144,101.2734,10.5372,11.2827,39.9719,37.9987,37.3407,59.7293,39.6721,10.9307,12.8433,13.082600000000001,13.8061,13.7079,13.7793,12.8666,12.8874,15.0652,14.8234,13.725700000000002,11.5633,12.207600000000001
41050,9.7127,0.3765,0,1.9726,4.7687,5.3412,7.8067,7.959,12.9252,17.0981,18.3225,21.7257,23.2521,23.89,14.8674,15.8506,14.9951,15.331700000000001,16.5736,14.8697,12.6132,12.290899999999999,11.430399999999999,10.1564,7.6487,7.888199999999999,9.1477,9.6056,9.117700000000001,10.062700000000001,9.902899999999999,12.845,12.5185,9.7949,9.4529,9.519200000000001,13.945200000000002,19.0081,20.036099999999998,20.678900000000002,18.869799999999998,18.905099999999997,13.575700000000001,9.7422,9.3818,9.472,9.008299999999998,10.3991,11.4748,11.904,10.728,12.0353,13.261700000000001,14.0081,12.617700000000001,12.2551,11.431700000000001,12.722700000000001,13.690100000000001,13.765600000000001,14.063,15.2113,15.543,16.2315,14.3781,15.068700000000002,16.6492,15.9106,16.7692,17.5572,17.645,7.4338,7.9673,8.7767,9.727799999999998,13.3515,16.955099999999998,16.212,14.052100000000001,16.268,8.8011,8.8926,8.2214,7.8721000000000005,7.3026,5.9845,81.1191,81.3117,81.73389999999999,102.8669,103.0959,104.3635,102.791,101.64989999999999,10.2364,10.9819,40.3484,38.3753,37.7172,60.1058,40.0486,10.6299,12.5425,12.781799999999999,13.5053,13.4071,13.4785,12.5658,12.5866,14.7644,14.5226,13.4249,11.2624,11.906799999999999
41035,8.2105,1.8304,2.0204,0,3.2664,5.0003,6.3045,6.4568,11.423,15.595799999999999,16.8202,20.2235,21.7498,22.3878,13.3651,14.3484,13.492899999999999,13.8294,15.071299999999999,13.3675,11.111,10.7886,12.8843,11.610299999999999,6.1465,6.386,7.6453999999999995,8.1033,7.6155,8.5604,8.4007,11.342799999999999,11.0163,8.2927,7.950699999999999,8.017,12.443,13.3685,14.396600000000001,15.039399999999999,16.7348,13.714799999999999,12.0735,8.24,7.8795,7.9698,7.5061,8.8969,9.9726,10.4017,9.2258,10.533100000000001,11.7595,12.5059,11.1155,10.752799999999999,9.9295,11.2205,12.1878,12.2633,12.560799999999999,13.709100000000001,14.040799999999999,14.7292,12.8758,13.5664,15.147,14.408299999999999,15.267,16.055,16.142799999999998,5.9316,6.4651000000000005,7.2745,8.2255,11.849200000000002,15.4529,14.709700000000002,12.5499,14.765799999999999,7.2989,7.3904,6.7192,6.369800000000001,5.8003,5.6435,78.98410000000001,79.1767,79.5989,100.7319,100.9609,102.2285,100.656,99.5149,8.7341,9.479700000000001,38.2134,36.240300000000005,35.5822,57.970800000000004,37.913599999999995,9.1277,11.0402,11.2795,12.003,11.9049,11.9762,11.063600000000001,11.0844,13.2621,13.0204,11.922600000000001,9.760200000000001,10.4045
41106,5.0028999999999995,4.9929,5.1829,3.1991,0,1.7926,3.0968,3.2491999999999996,8.2153,12.388200000000001,13.6126,17.015900000000002,18.5422,19.1802,10.1575,11.140799999999999,10.285200000000001,10.621799999999999,12.5416,10.4146,8.158100000000001,7.581,16.6348,14.5981,3.1936,3.4331,4.6926000000000005,5.1505,4.4079,5.3528,5.1931,8.1352,7.8087,5.085,4.7431,4.809399999999999,9.235299999999999,10.1609,11.1889,11.831700000000001,13.5272,10.507200000000001,8.8658,5.0324,4.6719,4.7622,4.2985,5.6893,6.7649,7.194100000000001,6.0181000000000004,7.3255,8.5519,9.2983,7.9079,7.5451999999999995,6.7219,8.0128,8.9802,9.0557,9.353200000000001,10.5015,10.833200000000001,11.521600000000001,9.6682,10.358799999999999,11.9394,11.200700000000001,12.0594,12.8474,12.9351,2.724,3.2575,4.0669,5.0179,8.8964,12.245299999999999,11.5021,9.3423,11.812899999999999,4.0913,4.1828,3.5116,3.1622,2.5927,2.4359,75.7765,75.96910000000001,76.3913,97.5243,97.7533,99.0209,97.4483,96.3073,5.5265,6.272,35.0058,33.032599999999995,32.3746,54.7632,34.706,5.92,7.8326,8.0719,8.795399999999999,8.697299999999998,8.768600000000001,7.856,7.8767,10.0545,9.812700000000001,8.715,6.5526,7.196899999999999
41081,4.271100000000001,5.923100000000001,6.1131,5.3566,2.4711,0,2.365,2.5174000000000003,7.6111,11.784,13.0084,16.4117,17.938,18.576,9.5533,12.4643,10.6126,10.949200000000001,12.869,10.7162,8.5481,6.4803999999999995,14.8422,12.8055,5.3511999999999995,5.5907,6.8501,7.308,5.9213000000000005,4.621,4.4613000000000005,8.4625,8.136,6.0456,5.703600000000001,5.77,8.5035,9.4291,10.4571,11.0999,11.7346,9.7754,8.134,5.166399999999999,4.7223999999999995,5.0895,4.6258,6.0166,7.0923,6.4623,5.2863,6.5937,7.8201,8.5664,7.176,6.8134,5.9901,7.281,8.2484,8.3239,8.6214,9.7696,10.1014,10.7898,8.475700000000002,8.8696,10.485700000000001,10.0082,11.455200000000001,12.2432,12.3309,1.9922,2.5256999999999996,3.3350999999999997,4.2861,9.144,12.5726,11.8295,11.1228,12.1145,5.0518,5.1433,4.4721,4.269699999999999,3.5533,0.6433,73.9838,74.1764,74.5987,95.7316,95.9606,97.2282,95.6557,94.5146,4.7947,5.5402,33.2131,31.24,30.5819,52.9705,32.9133,5.1882,8.16,8.399299999999998,9.1228,9.0246,9.096,8.183300000000001,7.1449,9.450299999999999,11.1317,10.420399999999999,6.879899999999999,7.4208
41056,2.5751999999999997,7.230899999999999,7.421,6.2301,3.3446,2.7756999999999996,0,0.8215,5.9153,10.0881,11.3125,14.7158,16.2421,16.8801,7.857399999999999,9.8309,8.9754,9.3119,11.2317,9.079,6.9108,4.7845,11.7005,14.0169,6.224600000000001,6.4641,6.3355,6.4941,4.3465,2.9251,2.7654,6.8253,6.4988,6.0774,5.251399999999999,5.0409,6.807600000000001,7.7332,8.7612,9.404,8.3695,8.0795,6.4381,2.6285,1.9390999999999998,3.5147,3.051,4.3793999999999995,5.455100000000001,4.7664,3.5904000000000003,4.8978,6.1242,6.8706000000000005,5.4801,5.1175,4.2942,5.585100000000001,6.5525,6.628,6.9255,8.0738,8.4055,9.0939,6.7798,7.1737,8.7898,8.312299999999999,9.7593,10.5473,10.6351,1.1610999999999998,1.6945999999999999,2.617,3.568,7.5068,10.9354,10.1923,9.4269,10.4772,4.0589,4.638,4.0199,3.914,4.410399999999999,1.8547,74.5255,74.7181,75.1403,96.2732,96.5022,97.76989999999999,96.1973,95.05630000000001,3.0988,3.8443,33.7547,31.781599999999997,31.1236,53.5121,33.455,3.4923,6.5226999999999995,6.762,7.485600000000001,7.3873999999999995,7.458699999999999,6.5461,5.449,7.7543999999999995,9.435799999999999,8.7245,5.2427,5.7249
41026,1.7926,7.4127,7.6027,6.411899999999999,3.5264,2.9574000000000003,0.9272999999999999,0,5.1327,9.3056,10.53,13.933200000000001,15.4596,16.0975,7.0748999999999995,9.9858,9.0349,9.3714,11.2912,9.1385,6.9703,4.0019,10.9179,14.5165,6.4064,6.645899999999999,6.4986999999999995,6.6574,4.9225,2.1425,1.9828,6.8848,6.5583,6.1369,5.4146,5.2041,6.0251,6.950699999999999,7.9787,8.6215,7.5869,7.2969,5.655600000000001,2.688,2.2439,3.678,3.2143,4.438899999999999,5.6937,3.9838,2.8079,4.1152,5.341600000000001,6.088,4.6976,4.334899999999999,3.5116,4.8026,5.7699,5.8455,6.1429,7.2912,7.6229,8.3113,5.997199999999999,6.3911999999999995,8.0072,7.5297,8.976700000000001,9.764700000000001,9.8525,0.8947999999999999,1.4283,2.2753,3.2263,7.5663,10.9949,10.2518,8.6443,10.536700000000002,4.2221,4.8012,4.1831000000000005,4.0771999999999995,4.5921,2.0365,73.74289999999999,73.9355,74.3577,95.4907,95.7197,96.9873,95.4148,94.27369999999999,2.3162,3.0618000000000003,32.972199999999994,30.9991,30.341,52.7296,32.6724,2.7098,6.7614,7.0007,7.545100000000001,8.8034,8.5814,6.784800000000001,4.6665,6.9718,8.6533,7.9418999999999995,5.4814,4.9423
41101,4.6422,12.8629,13.0529,11.843200000000001,8.9577,8.4076,6.3688,5.6787,0,4.6132,5.8376,9.2408,10.7672,11.405100000000001,2.3825,5.293399999999999,5.4779,6.2258000000000004,8.1456,7.756399999999999,5.7497,2.2881,13.7675,17.3661,9.396,9.4543,7.938,8.0966,4.493,4.222600000000001,3.8388,5.6642,5.2141,5.206600000000001,5.6207,5.283399999999999,4.6502,5.116899999999999,6.1722,6.1903999999999995,6.2121,5.9221,4.2806999999999995,3.9049,4.4066,5.8406,4.4115,2.883,2.9173,2.609,5.6574,6.9648,8.1912,8.238100000000001,5.6118999999999994,5.5926,4.6405,3.4276999999999997,4.3103,3.7321,3.0161,4.1644,4.4961,5.1846000000000005,1.8932,2.5838,4.1643,3.4257,4.2843,5.0723,5.160100000000001,6.3363000000000005,6.869800000000001,6.3774,6.6961,8.4879,7.8492,7.1061000000000005,3.952,8.5138,4.8016000000000005,5.5046,5.6175,6.2399,6.652699999999999,7.4779,71.8776,72.0702,72.4925,93.6254,93.8544,95.122,93.5495,92.4084,4.482,3.119,21.3975,22.3908,28.4757,50.8643,21.0977,3.1953,5.1051,4.6451,5.0818,4.111,3.889,4.206899999999999,2.9724,2.2795,3.9609,3.2495,2.7049000000000003,1.0453
